complete_settings,beats_base,beats_fixed_lambda_1,beats_best_fixed_lambda,mean_delta_vs_base,mean_delta_vs_fixed_1,mean_delta_vs_best_fixed
15/15,9/15,3/15,1/15,0.0161,0.0817,0.1264
